panel_celltype,group,pathway,pathway_readable,setSize,NES,pvalue,p.adjust,qvalues,rank,leading_edge,neglog10_fdr
LC,iNOA_S,HALLMARK_INTERFERON_GAMMA_RESPONSE,Interferon Gamma Response,113,1.698147703,0.000488097,0.003050605,0.001669805,1972,"tags=43%, list=22%, signal=34%",2.5156140222579526
LC,iNOA_S,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnfa Signaling Via Nfkb,108,1.658667031,0.000602403,0.003346682,0.001831868,819,"tags=24%, list=9%, signal=22%",2.475385552119785
LC,iNOA_S,HALLMARK_MYOGENESIS,Myogenesis,101,1.671906752,0.000759952,0.003799761,0.002079869,1179,"tags=34%, list=13%, signal=29%",2.420243719079357
Myoid,AZFc_Del,HALLMARK_SPERMATOGENESIS,Spermatogenesis,99,-2.671600171,1.00E-10,5.00E-09,2.63E-09,1158,"tags=42%, list=12%, signal=38%",8.301029995663981
Myoid,AZFc_Del,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,135,2.097145172,3.26E-07,8.15E-06,4.29E-06,967,"tags=27%, list=10%, signal=25%",5.088842391260023
Myoid,AZFc_Del,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Oxidative Phosphorylation,185,1.922685979,1.82E-06,3.03E-05,1.59E-05,2102,"tags=39%, list=21%, signal=31%",4.518557371497695
Myoid,AZFc_Del,HALLMARK_XENOBIOTIC_METABOLISM,Xenobiotic Metabolism,106,1.973002304,6.96E-06,8.70E-05,4.58E-05,1601,"tags=36%, list=16%, signal=30%",4.060480747381382
Myoid,AZFc_Del,HALLMARK_ESTROGEN_RESPONSE_LATE,Estrogen Response Late,112,1.842515194,8.92E-05,0.000825356,0.000434398,1476,"tags=36%, list=15%, signal=31%",3.083358687223259
Myoid,AZFc_Del,HALLMARK_GLYCOLYSIS,Glycolysis,129,1.844485469,9.90E-05,0.000825356,0.000434398,2818,"tags=50%, list=28%, signal=37%",3.083358687223259
Myoid,AZFc_Del,HALLMARK_INTERFERON_ALPHA_RESPONSE,Interferon Alpha Response,64,1.885733762,0.000350409,0.002502924,0.001317328,2302,"tags=47%, list=23%, signal=36%",2.601552337320155
Myoid,AZFc_Del,HALLMARK_ESTROGEN_RESPONSE_EARLY,Estrogen Response Early,110,1.785905297,0.000635087,0.003969292,0.002089101,1397,"tags=35%, list=14%, signal=30%",2.4012869511497574
Myoid,AZFc_Del,HALLMARK_PEROXISOME,Peroxisome,68,1.793315703,0.001099799,0.006109996,0.003215787,2435,"tags=41%, list=24%, signal=31%",2.2139590740747117
Myoid,AZFc_Del,HALLMARK_P53_PATHWAY,P53 Pathway,127,1.637613404,0.002284142,0.01076641,0.005666532,1795,"tags=31%, list=18%, signal=26%",1.9679290856621536
Myoid,KS,HALLMARK_SPERMATOGENESIS,Spermatogenesis,97,-2.52258867,1.00E-10,2.50E-09,1.84E-09,1222,"tags=49%, list=13%, signal=44%",8.602059991327963
Myoid,KS,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnfa Signaling Via Nfkb,119,2.964773845,1.00E-10,2.50E-09,1.84E-09,1046,"tags=50%, list=11%, signal=46%",8.602059991327963
Myoid,KS,HALLMARK_P53_PATHWAY,P53 Pathway,123,2.457262547,1.85E-10,3.08E-09,2.27E-09,1444,"tags=38%, list=15%, signal=33%",8.511449283499555
Myoid,KS,HALLMARK_UV_RESPONSE_UP,Uv Response Up,102,2.408793887,4.28E-09,5.35E-08,3.94E-08,1049,"tags=33%, list=11%, signal=30%",7.2716462179787715
Myoid,KS,HALLMARK_HYPOXIA,Hypoxia,131,2.231481566,3.98E-08,3.32E-07,2.44E-07,1045,"tags=30%, list=11%, signal=27%",6.478861916295964
Myoid,KS,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Oxidative Phosphorylation,187,2.10515497,3.93E-08,3.32E-07,2.44E-07,1664,"tags=40%, list=17%, signal=34%",6.478861916295964
Myoid,KS,HALLMARK_MYOGENESIS,Myogenesis,126,2.100906411,1.12E-06,8.00E-06,5.90E-06,973,"tags=34%, list=10%, signal=31%",5.096910013008056
Myoid,KS,HALLMARK_APOPTOSIS,Apoptosis,106,1.99857727,1.42E-05,8.85E-05,6.52E-05,657,"tags=26%, list=7%, signal=25%",4.053056729302175
Myoid,KS,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,136,1.878713482,6.29E-05,0.000349271,0.000257357,913,"tags=26%, list=9%, signal=24%",3.4568374723721544
Myoid,KS,HALLMARK_CHOLESTEROL_HOMEOSTASIS,Cholesterol Homeostasis,55,1.854899293,0.000780987,0.003904936,0.002877321,1404,"tags=40%, list=14%, signal=34%",2.408386079603483
Myoid,OA,HALLMARK_MYC_TARGETS_V1,Myc Targets V1,172,1.876428193,6.83E-06,0.000341684,0.000237381,2015,"tags=38%, list=20%, signal=31%",3.466375357386198
Myoid,OA,HALLMARK_APICAL_JUNCTION,Apical Junction,106,-1.904439534,4.11E-05,0.001026676,0.00071327,1428,"tags=32%, list=14%, signal=28%",2.9885665901055103
Myoid,OA,HALLMARK_MITOTIC_SPINDLE,Mitotic Spindle,160,-1.721411538,0.00015427,0.001928379,0.001339716,2003,"tags=29%, list=20%, signal=24%",2.714807606619532
Myoid,OA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Oxidative Phosphorylation,186,1.711586243,0.000144656,0.001928379,0.001339716,1430,"tags=28%, list=14%, signal=24%",2.714807606619532
Myoid,OA,HALLMARK_APOPTOSIS,Apoptosis,105,-1.764302502,0.000364351,0.003643508,0.002531279,1059,"tags=29%, list=11%, signal=26%",2.4384802725637686
Myoid,OA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnfa Signaling Via Nfkb,112,-1.773274018,0.000525251,0.00437709,0.003040925,1071,"tags=36%, list=11%, signal=32%",2.358814523503055
Myoid,OA,HALLMARK_SPERMATOGENESIS,Spermatogenesis,105,-1.711130443,0.00066522,0.004751575,0.003301094,1346,"tags=33%, list=13%, signal=29%",2.3231624113368663
Myoid,OA,HALLMARK_MYOGENESIS,Myogenesis,116,-1.567660025,0.002028423,0.011441385,0.007948752,1186,"tags=28%, list=12%, signal=25%",1.941521400241441
Myoid,OA,HALLMARK_XENOBIOTIC_METABOLISM,Xenobiotic Metabolism,108,1.663952991,0.002059449,0.011441385,0.007948752,952,"tags=22%, list=10%, signal=20%",1.941521400241441
Myoid,OA,HALLMARK_COAGULATION,Coagulation,64,-1.628654208,0.0038264,0.019132,0.013291705,977,"tags=30%, list=10%, signal=27%",1.7182396278000736
Myoid,iNOA_B,HALLMARK_SPERMATOGENESIS,Spermatogenesis,95,-2.562264608,1.00E-10,5.00E-09,4.11E-09,1182,"tags=48%, list=13%, signal=42%",8.301029995663981
Myoid,iNOA_B,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnfa Signaling Via Nfkb,94,1.785307054,0.000181397,0.00453493,0.003723416,1383,"tags=29%, list=16%, signal=24%",2.3434294122088164
Myoid,iNOA_B,HALLMARK_P53_PATHWAY,P53 Pathway,104,1.689155802,0.001000283,0.016671375,0.013688077,719,"tags=19%, list=8%, signal=18%",1.7780285795189499
Myoid,iNOA_B,HALLMARK_COAGULATION,Coagulation,55,-1.730657734,0.004635393,0.047711796,0.039173896,1382,"tags=44%, list=16%, signal=37%",1.3213742351239748
Myoid,iNOA_B,HALLMARK_E2F_TARGETS,E2f Targets,137,1.406047615,0.006459294,0.047711796,0.039173896,2212,"tags=45%, list=25%, signal=34%",1.3213742351239748
Myoid,iNOA_B,HALLMARK_KRAS_SIGNALING_UP,Kras Signaling Up,78,1.491425487,0.007633887,0.047711796,0.039173896,1885,"tags=42%, list=21%, signal=34%",1.3213742351239748
Myoid,iNOA_B,HALLMARK_NOTCH_SIGNALING,Notch Signaling,15,1.756709483,0.00522556,0.047711796,0.039173896,1306,"tags=47%, list=15%, signal=40%",1.3213742351239748
Myoid,iNOA_B,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Oxidative Phosphorylation,182,1.419490745,0.007304207,0.047711796,0.039173896,901,"tags=22%, list=10%, signal=20%",1.3213742351239748
Myoid,iNOA_B,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,124,1.329151234,0.024535811,0.136310062,0.111917735,1332,"tags=25%, list=15%, signal=22%",0.8654720846657846
Myoid,iNOA_B,HALLMARK_HEDGEHOG_SIGNALING,Hedgehog Signaling,16,1.524436787,0.036778449,0.183892243,0.15098521,1902,"tags=56%, list=22%, signal=44%",0.7354365899209626
Myoid,iNOA_S,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,127,2.437232606,1.00E-10,1.67E-09,5.61E-10,1117,"tags=37%, list=12%, signal=33%",8.777283528852417
Myoid,iNOA_S,HALLMARK_SPERMATOGENESIS,Spermatogenesis,96,-2.336330422,1.00E-10,1.67E-09,5.61E-10,1147,"tags=55%, list=12%, signal=49%",8.777283528852417
Myoid,iNOA_S,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnfa Signaling Via Nfkb,106,2.76860125,1.00E-10,1.67E-09,5.61E-10,978,"tags=39%, list=11%, signal=35%",8.777283528852417
Myoid,iNOA_S,HALLMARK_P53_PATHWAY,P53 Pathway,114,2.220390312,1.73E-08,2.17E-07,7.29E-08,1580,"tags=34%, list=17%, signal=29%",6.663540266151471
Myoid,iNOA_S,HALLMARK_UV_RESPONSE_DN,Uv Response Dn,105,2.151158778,4.84E-08,4.84E-07,1.63E-07,793,"tags=30%, list=9%, signal=27%",6.315154638355588
Myoid,iNOA_S,HALLMARK_INTERFERON_ALPHA_RESPONSE,Interferon Alpha Response,62,2.155833489,2.10E-07,1.75E-06,5.90E-07,2472,"tags=68%, list=27%, signal=50%",5.756961951313706
Myoid,iNOA_S,HALLMARK_INTERFERON_GAMMA_RESPONSE,Interferon Gamma Response,111,1.977553247,7.91E-07,5.65E-06,1.90E-06,1634,"tags=43%, list=18%, signal=36%",5.247951552180561
Myoid,iNOA_S,HALLMARK_MTORC1_SIGNALING,Mtorc1 Signaling,157,1.780900498,3.14E-06,1.96E-05,6.62E-06,1250,"tags=29%, list=14%, signal=25%",4.707743928643524
Myoid,iNOA_S,HALLMARK_CHOLESTEROL_HOMEOSTASIS,Cholesterol Homeostasis,54,2.021196923,8.95E-06,4.94E-05,1.66E-05,1250,"tags=44%, list=14%, signal=39%",4.306273051076353
Myoid,iNOA_S,HALLMARK_IL2_STAT5_SIGNALING,Il2 Stat5 Signaling,103,1.937607846,9.87E-06,4.94E-05,1.66E-05,1205,"tags=32%, list=13%, signal=28%",4.306273051076353
ST,AZFc_Del,HALLMARK_MYC_TARGETS_V1,Myc Targets V1,172,1.821357132,1.00E-10,2.50E-09,1.53E-09,2056,"tags=49%, list=20%, signal=40%",8.602059991327963
ST,AZFc_Del,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Oxidative Phosphorylation,185,1.854022403,1.00E-10,2.50E-09,1.53E-09,2176,"tags=51%, list=22%, signal=41%",8.602059991327963
ST,AZFc_Del,HALLMARK_SPERMATOGENESIS,Spermatogenesis,88,-2.443595743,5.27E-09,8.79E-08,5.37E-08,906,"tags=42%, list=9%, signal=39%",7.056011124926228
ST,AZFc_Del,HALLMARK_FATTY_ACID_METABOLISM,Fatty Acid Metabolism,112,1.709304541,2.82E-06,3.53E-05,2.15E-05,2098,"tags=45%, list=21%, signal=36%",4.452225294612178
ST,AZFc_Del,HALLMARK_MTORC1_SIGNALING,Mtorc1 Signaling,166,1.6322381,6.72E-06,6.72E-05,4.10E-05,1882,"tags=37%, list=19%, signal=30%",4.172630726946175
ST,AZFc_Del,HALLMARK_ESTROGEN_RESPONSE_LATE,Estrogen Response Late,107,1.611973511,0.000102814,0.000856783,0.000523089,1790,"tags=41%, list=18%, signal=34%",3.0671291592156935
ST,AZFc_Del,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnfa Signaling Via Nfkb,124,1.570723394,0.000171264,0.001223314,0.000746866,1819,"tags=38%, list=18%, signal=31%",2.9124620540313315
ST,AZFc_Del,HALLMARK_UV_RESPONSE_UP,Uv Response Up,111,1.561565037,0.00031697,0.001981059,0.001209489,2338,"tags=41%, list=23%, signal=32%",2.7031025900884744
ST,AZFc_Del,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,90,1.577464544,0.000717292,0.003984954,0.002432919,1272,"tags=30%, list=13%, signal=26%",2.3995766874827926
ST,AZFc_Del,HALLMARK_PEROXISOME,Peroxisome,75,1.635584399,0.000807521,0.004037604,0.002465064,1715,"tags=37%, list=17%, signal=31%",2.393876278024453
ST,KS,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Oxidative Phosphorylation,186,2.044658266,1.00E-10,5.00E-09,3.05E-09,1201,"tags=40%, list=10%, signal=36%",8.301029995663981
ST,KS,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnfa Signaling Via Nfkb,127,1.802744611,4.96E-06,0.000124101,7.58E-05,1795,"tags=37%, list=16%, signal=32%",3.9062247189627355
ST,KS,HALLMARK_UV_RESPONSE_UP,Uv Response Up,119,1.789540627,8.15E-06,0.000135839,8.29E-05,2037,"tags=39%, list=18%, signal=33%",3.866975524214967
ST,KS,HALLMARK_DNA_REPAIR,Dna Repair,136,1.72423146,4.52E-05,0.000565266,0.00034511,2030,"tags=39%, list=18%, signal=32%",3.2477471359912413
ST,KS,HALLMARK_HYPOXIA,Hypoxia,133,1.718792738,6.46E-05,0.000646121,0.000394474,1071,"tags=25%, list=9%, signal=23%",3.189686143442252
ST,KS,HALLMARK_MYC_TARGETS_V1,Myc Targets V1,176,1.640440182,0.000115891,0.00082779,0.000505387,2406,"tags=43%, list=21%, signal=35%",3.0820798243366254
ST,KS,HALLMARK_P53_PATHWAY,P53 Pathway,142,1.675231108,0.000112798,0.00082779,0.000505387,1843,"tags=31%, list=16%, signal=26%",3.0820798243366254
ST,KS,HALLMARK_SPERMATOGENESIS,Spermatogenesis,107,1.625302172,0.000870067,0.005437917,0.003319991,2627,"tags=46%, list=23%, signal=36%",2.264567425420289
ST,KS,HALLMARK_FATTY_ACID_METABOLISM,Fatty Acid Metabolism,122,1.603732384,0.001084511,0.006025061,0.003678458,2177,"tags=40%, list=19%, signal=33%",2.2200385517689796
ST,KS,HALLMARK_XENOBIOTIC_METABOLISM,Xenobiotic Metabolism,116,1.577994688,0.001419724,0.007098621,0.004333895,2056,"tags=33%, list=18%, signal=27%",2.148826010472205
ST,OA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Oxidative Phosphorylation,185,2.007682074,3.27E-07,1.64E-05,1.24E-05,1067,"tags=31%, list=10%, signal=28%",4.785156151952302
ST,OA,HALLMARK_MTORC1_SIGNALING,Mtorc1 Signaling,163,1.687831602,0.000813696,0.0203424,0.015417398,1394,"tags=28%, list=13%, signal=24%",1.691597810249637
ST,OA,HALLMARK_FATTY_ACID_METABOLISM,Fatty Acid Metabolism,115,1.737697021,0.001491561,0.024859351,0.018840772,935,"tags=26%, list=9%, signal=24%",1.6045102136186673
ST,OA,HALLMARK_PEROXISOME,Peroxisome,77,1.771492175,0.002066914,0.025836431,0.019581295,1799,"tags=39%, list=17%, signal=33%",1.5877674792240875
ST,OA,HALLMARK_GLYCOLYSIS,Glycolysis,138,1.539039332,0.011132214,0.092768449,0.070308719,1631,"tags=26%, list=15%, signal=22%",1.0325997043314084
ST,OA,HALLMARK_MITOTIC_SPINDLE,Mitotic Spindle,158,-1.498210799,0.009682886,0.092768449,0.070308719,1405,"tags=31%, list=13%, signal=27%",1.0325997043314084
ST,OA,HALLMARK_ALLOGRAFT_REJECTION,Allograft Rejection,56,-1.680544446,0.018781869,0.093909346,0.071173399,1758,"tags=36%, list=16%, signal=30%",1.0272911839399974
ST,OA,HALLMARK_APOPTOSIS,Apoptosis,102,-1.642728881,0.018236876,0.093909346,0.071173399,984,"tags=29%, list=9%, signal=27%",1.0272911839399974
ST,OA,HALLMARK_INTERFERON_ALPHA_RESPONSE,Interferon Alpha Response,53,-1.609788959,0.0187239,0.093909346,0.071173399,1367,"tags=26%, list=13%, signal=23%",1.0272911839399974
ST,OA,HALLMARK_INTERFERON_GAMMA_RESPONSE,Interferon Gamma Response,100,-1.546602801,0.014515129,0.093909346,0.071173399,1728,"tags=32%, list=16%, signal=27%",1.0272911839399974
ST,iNOA_B,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnfa Signaling Via Nfkb,115,2.599730681,1.00E-10,5.00E-09,3.58E-09,974,"tags=45%, list=10%, signal=41%",8.301029995663981
ST,iNOA_B,HALLMARK_SPERMATOGENESIS,Spermatogenesis,86,-2.545760822,2.24E-08,5.61E-07,4.02E-07,1437,"tags=48%, list=15%, signal=41%",6.251037138743839
ST,iNOA_B,HALLMARK_KRAS_SIGNALING_UP,Kras Signaling Up,70,1.894064309,0.000101034,0.001683906,0.001205322,1513,"tags=37%, list=16%, signal=31%",2.7736821556040177
ST,iNOA_B,HALLMARK_MITOTIC_SPINDLE,Mitotic Spindle,145,1.706866608,0.000194201,0.002427508,0.001737585,1469,"tags=28%, list=16%, signal=24%",2.614839330173766
ST,iNOA_B,HALLMARK_UV_RESPONSE_DN,Uv Response Dn,86,1.680279234,0.001417234,0.014172342,0.010144413,1409,"tags=27%, list=15%, signal=23%",1.8485583760311632
ST,iNOA_B,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Oxidative Phosphorylation,182,-1.697187436,0.002374077,0.019783978,0.014161163,1021,"tags=26%, list=11%, signal=23%",1.7036863795867063
ST,iNOA_B,HALLMARK_ESTROGEN_RESPONSE_EARLY,Estrogen Response Early,103,1.583221027,0.003097748,0.022126774,0.015838112,1495,"tags=29%, list=16%, signal=25%",1.6550818999510244
ST,iNOA_B,HALLMARK_INTERFERON_GAMMA_RESPONSE,Interferon Gamma Response,94,1.52903271,0.00928439,0.05802744,0.041535431,2106,"tags=37%, list=23%, signal=29%",1.2363665888081707
ST,iNOA_B,HALLMARK_FATTY_ACID_METABOLISM,Fatty Acid Metabolism,104,-1.69217012,0.012452384,0.062713304,0.044889523,1045,"tags=29%, list=11%, signal=26%",1.2026403181663017
ST,iNOA_B,HALLMARK_HYPOXIA,Hypoxia,116,1.469473675,0.012542661,0.062713304,0.044889523,1555,"tags=25%, list=17%, signal=21%",1.2026403181663017
ST,iNOA_S,HALLMARK_MYC_TARGETS_V1,Myc Targets V1,171,2.086490131,1.00E-10,1.25E-09,6.05E-10,2144,"tags=58%, list=21%, signal=47%",8.903089986991944
ST,iNOA_S,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Oxidative Phosphorylation,183,2.01275962,1.00E-10,1.25E-09,6.05E-10,2653,"tags=61%, list=26%, signal=46%",8.903089986991944
ST,iNOA_S,HALLMARK_SPERMATOGENESIS,Spermatogenesis,88,-2.639596638,1.00E-10,1.25E-09,6.05E-10,869,"tags=47%, list=9%, signal=43%",8.903089986991944
ST,iNOA_S,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnfa Signaling Via Nfkb,131,2.036321199,1.00E-10,1.25E-09,6.05E-10,693,"tags=30%, list=7%, signal=28%",8.903089986991944
ST,iNOA_S,HALLMARK_FATTY_ACID_METABOLISM,Fatty Acid Metabolism,109,1.773321375,4.89E-06,4.89E-05,2.37E-05,2828,"tags=53%, list=28%, signal=39%",4.31069114087638
ST,iNOA_S,HALLMARK_UV_RESPONSE_UP,Uv Response Up,110,1.720543057,1.92E-05,0.00015974,7.73E-05,2354,"tags=44%, list=23%, signal=34%",3.7965863199035472
ST,iNOA_S,HALLMARK_HYPOXIA,Hypoxia,129,1.622753475,9.21E-05,0.000618745,0.000299603,1074,"tags=24%, list=11%, signal=22%",3.2084882975229134
ST,iNOA_S,HALLMARK_MTORC1_SIGNALING,Mtorc1 Signaling,167,1.587187804,9.90E-05,0.000618745,0.000299603,2064,"tags=37%, list=20%, signal=30%",3.2084882975229134
ST,iNOA_S,HALLMARK_MITOTIC_SPINDLE,Mitotic Spindle,151,1.543281467,0.000289658,0.001609214,0.000779198,2351,"tags=40%, list=23%, signal=31%",2.7933861977660146
ST,iNOA_S,HALLMARK_P53_PATHWAY,P53 Pathway,127,1.538584197,0.000590701,0.002953505,0.001430118,1742,"tags=28%, list=17%, signal=23%",2.5296622895867755
